,Q1,Q2,Q3,Q4,Q5,Q6
13409,22-24,Man,Japan,Bachelor’s degree,Data Analyst,1-3 years
13410,25-29,Woman,Kenya,Bachelor’s degree,Student,1-3 years
13411,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,1-3 years
13412,35-39,Man,Colombia,Master’s degree,Data Analyst,1-3 years
13413,40-44,Man,Canada,Bachelor’s degree,Software Engineer,1-3 years
13414,18-21,Man,Saudi Arabia,Some college/university study without earning a bachelor’s degree,Student,< 1 years
13415,35-39,Man,Other,Doctoral degree,Statistician,5-10 years
13416,50-54,Woman,United States of America,Master’s degree,Data Scientist,1-3 years
13417,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years
13418,35-39,Man,United States of America,Master’s degree,DBA/Database Engineer,1-3 years
13419,30-34,Man,India,Master’s degree,Business Analyst,I have never written code
13420,45-49,Man,United States of America,Bachelor’s degree,Program/Project Manager,10-20 years
13421,35-39,Man,Germany,Bachelor’s degree,Data Analyst,10-20 years
13422,22-24,Man,Pakistan,Master’s degree,Software Engineer,< 1 years
13423,25-29,Man,Japan,Bachelor’s degree,Software Engineer,3-5 years
13424,22-24,Man,Spain,Master’s degree,Data Scientist,1-3 years
13425,25-29,Man,China,Master’s degree,Student,1-3 years
13426,25-29,Man,China,Doctoral degree,Research Scientist,1-3 years
13427,35-39,Man,Netherlands,Master’s degree,Student,3-5 years
13428,22-24,Man,Malaysia,Master’s degree,Currently not employed,< 1 years
13429,18-21,Woman,India,Master’s degree,Data Scientist,< 1 years
13430,35-39,Man,Romania,Doctoral degree,Research Scientist,10-20 years
13431,18-21,Woman,Pakistan,Bachelor’s degree,Student,< 1 years
13432,45-49,Man,United States of America,Master’s degree,Other,5-10 years
13433,18-21,Man,Morocco,Master’s degree,Student,1-3 years
13434,45-49,Man,Ukraine,Master’s degree,Software Engineer,20+ years
13435,50-54,Man,Pakistan,Bachelor’s degree,Currently not employed,1-3 years
13436,45-49,Woman,India,Doctoral degree,Other,10-20 years
13437,35-39,Man,India,Master’s degree,Data Analyst,10-20 years
13438,22-24,Man,India,Master’s degree,Student,3-5 years
13439,18-21,Man,Japan,Master’s degree,Student,1-3 years
13440,22-24,Man,India,Master’s degree,Software Engineer,< 1 years
13441,18-21,Man,Other,Bachelor’s degree,Data Scientist,3-5 years
13442,25-29,Man,Russia,Master’s degree,Business Analyst,1-3 years
13443,25-29,Man,Egypt,Master’s degree,Data Engineer,5-10 years
13444,60-69,Man,United States of America,Master’s degree,Data Analyst,10-20 years
13445,22-24,Man,India,Bachelor’s degree,Student,< 1 years
13446,25-29,Man,Morocco,Professional doctorate,Statistician,3-5 years
13447,30-34,Woman,Nigeria,No formal education past high school,Currently not employed,< 1 years
13448,22-24,Man,India,Bachelor’s degree,Data Engineer,< 1 years
13449,40-44,Woman,Canada,I prefer not to answer,Data Scientist,< 1 years
13450,45-49,Man,France,Master’s degree,Data Scientist,20+ years
13451,25-29,Man,Nigeria,Master’s degree,Data Analyst,< 1 years
13452,40-44,Man,Pakistan,Master’s degree,Business Analyst,1-3 years
13453,25-29,Man,Saudi Arabia,Bachelor’s degree,Other,< 1 years
13454,45-49,Woman,Thailand,Master’s degree,Program/Project Manager,10-20 years
13455,22-24,Man,Taiwan,Master’s degree,Business Analyst,1-3 years
13456,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,< 1 years
13457,30-34,Man,India,Master’s degree,Data Scientist,5-10 years
13458,18-21,Man,Argentina,Bachelor’s degree,Other,I have never written code
13459,22-24,Man,India,Bachelor’s degree,Student,< 1 years
13460,35-39,Woman,United States of America,Master’s degree,Other,< 1 years
13461,22-24,Man,Mexico,Bachelor’s degree,Data Analyst,< 1 years
13462,55-59,Man,Chile,Bachelor’s degree,Research Scientist,5-10 years
13463,30-34,Man,Other,Master’s degree,Other,1-3 years
13464,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
13465,25-29,Woman,United States of America,Master’s degree,Student,< 1 years
13466,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
13467,18-21,Man,Pakistan,Master’s degree,Data Analyst,< 1 years
13468,30-34,Woman,Canada,Master’s degree,Business Analyst,3-5 years
13469,40-44,Man,France,Master’s degree,Business Analyst,5-10 years
13470,22-24,Woman,India,Bachelor’s degree,Research Scientist,1-3 years
13471,60-69,Man,Australia,Master’s degree,Other,20+ years
13472,30-34,Man,India,Master’s degree,Other,3-5 years
13473,22-24,Woman,India,Bachelor’s degree,Currently not employed,< 1 years
13474,30-34,Man,Other,Bachelor’s degree,Other,< 1 years
13475,22-24,Man,United States of America,Doctoral degree,Student,3-5 years
13476,25-29,Man,Egypt,Bachelor’s degree,Currently not employed,5-10 years
13477,18-21,Man,India,Master’s degree,Student,1-3 years
13478,18-21,Man,Canada,Some college/university study without earning a bachelor’s degree,Student,< 1 years
13479,30-34,Man,Brazil,Bachelor’s degree,Data Scientist,5-10 years
13480,25-29,Man,United States of America,Master’s degree,Data Scientist,5-10 years
13481,45-49,Woman,Other,Doctoral degree,Currently not employed,< 1 years
13482,18-21,Man,Indonesia,Bachelor’s degree,Software Engineer,1-3 years
13483,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years
13484,25-29,Man,Japan,Master’s degree,Data Analyst,3-5 years
13485,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 years
13486,35-39,Man,Argentina,Master’s degree,Other,20+ years
13487,22-24,Woman,India,Master’s degree,Student,1-3 years
13488,18-21,Man,India,Bachelor’s degree,Student,< 1 years
13489,25-29,Man,India,Master’s degree,Data Scientist,< 1 years
13490,25-29,Man,Spain,Master’s degree,Research Scientist,1-3 years
13491,22-24,Woman,India,Master’s degree,Machine Learning Engineer,< 1 years
13492,18-21,Woman,India,Master’s degree,Data Scientist,< 1 years
13493,22-24,Man,Egypt,Bachelor’s degree,Currently not employed,1-3 years
13494,22-24,Man,India,Master’s degree,Machine Learning Engineer,3-5 years
13495,18-21,Man,Kenya,Bachelor’s degree,Student,1-3 years
13496,30-34,Man,Greece,Doctoral degree,Data Analyst,3-5 years
13497,30-34,Man,Mexico,Master’s degree,Data Analyst,3-5 years
13498,25-29,Man,India,Bachelor’s degree,Program/Project Manager,< 1 years
13499,22-24,Woman,India,Master’s degree,Student,1-3 years
13500,35-39,Man,Hong Kong (S.A.R.),Master’s degree,Data Scientist,5-10 years
13501,25-29,Woman,United States of America,I prefer not to answer,Data Analyst,< 1 years
13502,30-34,Woman,South Korea,Doctoral degree,Student,3-5 years
13503,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years
13504,22-24,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,< 1 years
13505,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years
13506,22-24,Man,United States of America,Master’s degree,Machine Learning Engineer,5-10 years
13507,18-21,Man,United States of America,Bachelor’s degree,Student,5-10 years
13508,50-54,Man,Spain,Master’s degree,Data Analyst,3-5 years
13509,35-39,Man,Germany,Master’s degree,Student,1-3 years
13510,40-44,Man,Other,Doctoral degree,Other,10-20 years
13511,25-29,Man,India,Bachelor’s degree,Data Analyst,< 1 years
13512,35-39,Woman,Germany,Professional doctorate,Research Scientist,1-3 years
13513,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
13514,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years
13515,22-24,Woman,India,I prefer not to answer,Data Analyst,< 1 years
13516,30-34,Man,Japan,Doctoral degree,Research Scientist,3-5 years
13517,25-29,Man,India,Bachelor’s degree,Data Scientist,1-3 years
13518,25-29,Woman,Other,Master’s degree,Data Scientist,1-3 years
13519,25-29,Man,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 years
13520,55-59,Man,United States of America,Master’s degree,Data Engineer,20+ years
13521,35-39,Prefer not to say,India,Master’s degree,Business Analyst,1-3 years
13522,45-49,Man,Australia,Master’s degree,Other,20+ years
13523,25-29,Man,Indonesia,Bachelor’s degree,Currently not employed,1-3 years
13524,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Student,< 1 years
13525,18-21,Woman,India,Master’s degree,Student,1-3 years
13526,22-24,Man,China,Master’s degree,Student,< 1 years
13527,25-29,Man,India,Master’s degree,Currently not employed,< 1 years
13528,25-29,Man,Colombia,Bachelor’s degree,Research Scientist,1-3 years
13529,35-39,Woman,United Arab Emirates,Bachelor’s degree,Other,5-10 years
13530,25-29,Man,Brazil,Bachelor’s degree,Data Scientist,3-5 years
13531,30-34,Man,Canada,Doctoral degree,Student,10-20 years
13532,18-21,Woman,Mexico,Some college/university study without earning a bachelor’s degree,Student,< 1 years
13533,35-39,Woman,India,Master’s degree,Data Scientist,1-3 years
13534,25-29,Woman,Brazil,Master’s degree,Student,10-20 years
13535,35-39,Man,Australia,Master’s degree,Data Analyst,3-5 years
13536,25-29,Man,Italy,Master’s degree,Data Scientist,3-5 years
13537,25-29,Man,India,Bachelor’s degree,Student,3-5 years
13538,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years
13539,30-34,Man,Other,Master’s degree,Data Engineer,3-5 years
13540,25-29,Prefer not to say,India,I prefer not to answer,Software Engineer,5-10 years
13541,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
13542,30-34,Man,Taiwan,Some college/university study without earning a bachelor’s degree,Product Manager,< 1 years
13543,40-44,Man,Ireland,Master’s degree,Student,10-20 years
13544,18-21,Man,India,Bachelor’s degree,Student,1-3 years
13545,25-29,Woman,United States of America,Master’s degree,Student,3-5 years
13546,22-24,Man,Sri Lanka,Bachelor’s degree,Student,1-3 years
13547,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years
13548,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,I have never written code
13549,18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 years
13550,22-24,Man,Ukraine,Master’s degree,Data Engineer,1-3 years
13551,50-54,Man,India,I prefer not to answer,Business Analyst,20+ years
13552,18-21,Man,India,Bachelor’s degree,Student,< 1 years
13553,18-21,Man,India,Master’s degree,Student,3-5 years
13554,35-39,Man,Spain,Master’s degree,Data Engineer,10-20 years
13555,18-21,Woman,Egypt,Bachelor’s degree,Data Analyst,1-3 years
13556,30-34,Man,"Iran, Islamic Republic of...",Doctoral degree,Currently not employed,< 1 years
13557,18-21,Man,India,Bachelor’s degree,Student,3-5 years
13558,25-29,Man,Colombia,Bachelor’s degree,Software Engineer,1-3 years
13559,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years
13560,40-44,Man,United States of America,Master’s degree,Business Analyst,< 1 years
13561,18-21,Man,Italy,Some college/university study without earning a bachelor’s degree,Student,1-3 years
13562,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years
13563,25-29,Man,Viet Nam,Master’s degree,Machine Learning Engineer,5-10 years
13564,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
13565,25-29,Man,Mexico,Bachelor’s degree,Data Scientist,1-3 years
13566,25-29,Man,India,I prefer not to answer,Other,5-10 years
13567,18-21,Woman,Australia,Some college/university study without earning a bachelor’s degree,Student,1-3 years
13568,30-34,Man,India,Master’s degree,Machine Learning Engineer,5-10 years
13569,25-29,Man,United States of America,Doctoral degree,Student,5-10 years
13570,30-34,Man,Canada,Master’s degree,Data Scientist,5-10 years
13571,18-21,Man,India,No formal education past high school,Student,< 1 years
13572,40-44,Man,Other,Doctoral degree,Data Engineer,10-20 years
13573,30-34,Man,Philippines,Some college/university study without earning a bachelor’s degree,Other,5-10 years
13574,25-29,Woman,India,Master’s degree,Data Scientist,1-3 years
13575,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,1-3 years
13576,30-34,Woman,Other,Master’s degree,Currently not employed,< 1 years
13577,25-29,Woman,United States of America,Master’s degree,Software Engineer,5-10 years
13578,18-21,Man,India,Master’s degree,Data Analyst,1-3 years
13579,25-29,Man,Kenya,Bachelor’s degree,Data Scientist,1-3 years
13580,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years
13581,35-39,Woman,India,Master’s degree,Other,< 1 years
13582,25-29,Man,Denmark,Master’s degree,Student,1-3 years
13583,18-21,Woman,Malaysia,Master’s degree,Student,1-3 years
13584,18-21,Man,China,Bachelor’s degree,Student,1-3 years
13585,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,3-5 years
13586,25-29,Man,Brazil,Master’s degree,Data Engineer,5-10 years
13587,22-24,Man,India,Bachelor’s degree,Software Engineer,< 1 years
13588,25-29,Woman,Sri Lanka,Master’s degree,Software Engineer,1-3 years
13589,50-54,Prefer not to say,Japan,Master’s degree,Other,5-10 years
13590,45-49,Man,Taiwan,Master’s degree,Data Scientist,1-3 years
13591,22-24,Woman,South Korea,Bachelor’s degree,Business Analyst,1-3 years
13592,25-29,Man,India,Bachelor’s degree,Data Scientist,< 1 years
13593,40-44,Man,Spain,Bachelor’s degree,Data Analyst,3-5 years
13594,22-24,Man,India,Master’s degree,Data Analyst,1-3 years
13595,35-39,Man,Other,Doctoral degree,Other,10-20 years
13596,45-49,Man,Turkey,Doctoral degree,Data Scientist,1-3 years
13597,30-34,Man,Nigeria,Bachelor’s degree,Data Scientist,< 1 years
13598,22-24,Man,Egypt,Bachelor’s degree,Data Scientist,1-3 years
13599,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,3-5 years
13600,30-34,Man,India,Bachelor’s degree,Program/Project Manager,5-10 years
13601,35-39,Man,Denmark,Doctoral degree,Data Scientist,10-20 years
13602,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years
13603,30-34,Man,United States of America,Doctoral degree,Data Scientist,10-20 years
13604,30-34,Woman,India,Professional doctorate,Student,< 1 years
13605,35-39,Man,Mexico,Bachelor’s degree,Software Engineer,5-10 years
13606,25-29,Man,Nigeria,Bachelor’s degree,Currently not employed,1-3 years
13607,45-49,Man,Netherlands,Bachelor’s degree,Data Engineer,3-5 years
13608,18-21,Woman,Thailand,Bachelor’s degree,Student,< 1 years
13609,50-54,Man,Turkey,Master’s degree,Research Scientist,20+ years
13610,18-21,Man,India,Bachelor’s degree,Student,1-3 years
13611,30-34,Man,Colombia,Bachelor’s degree,Student,1-3 years
13612,30-34,Man,Italy,Doctoral degree,Research Scientist,10-20 years
13613,18-21,Man,Israel,Bachelor’s degree,Student,< 1 years
13614,35-39,Man,United States of America,Master’s degree,Data Scientist,1-3 years
13615,22-24,Man,Ghana,Professional doctorate,Program/Project Manager,< 1 years
13616,25-29,Man,India,Master’s degree,Student,1-3 years
13617,30-34,Man,Italy,Master’s degree,Data Scientist,10-20 years
13618,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
13619,18-21,Man,India,Bachelor’s degree,Student,< 1 years
13620,25-29,Man,Morocco,Doctoral degree,Research Scientist,5-10 years
13621,45-49,Woman,United States of America,Bachelor’s degree,Product Manager,I have never written code
13622,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years
